CaseName	EndPointSituation	RequestAmount	CreditScore	Variant	NumberOfOffers	LoanGoal
Application_1544460375	1	15000.0	869	58	2	Car
Application_1761323771	3	10000.0	0	3473	2	Notspeficied
Application_1976004129	1	15000.0	847	596	2	Car
Application_1081153991	1	60000.0	758	3474	2	Existingloantakeover
Application_1757787329	3	15000.0	0	3475	1	Notspeficied
Application_1782952770	2	30000.0	0	24	1	Existingloantakeover
Application_86905976	3	5000.0	0	7	1	Notspeficied
Application_563590726	2	5000.0	0	54	2	Car
Application_929931999	1	15000.0	960	170	2	Existingloantakeover
Application_836841943	1	29000.0	998	21	1	Existingloantakeover
Application_512079496	3	15000.0	0	3476	1	Homeimprovement
Application_368638647	1	16500.0	0	5	1	Other,seeexplanation
Application_154179391	2	6000.0	0	20	1	Other,seeexplanation
Application_545474396	2	7250.0	0	20	1	Existingloantakeover
Application_1666465764	1	44000.0	890	1050	4	Existingloantakeover
Application_1316779443	1	5000.0	686	31	1	Car
Application_1237086325	3	10000.0	0	7	1	Car
Application_1131812437	3	50000.0	0	1	1	Other,seeexplanation
Application_1733949639	1	50000.0	812	23	1	Existingloantakeover
Application_1510765360	1	35000.0	761	890	1	Homeimprovement
Application_717693758	3	12500.0	0	4	1	Homeimprovement
Application_138110394	1	10000.0	1015	423	1	Homeimprovement
Application_66451278	3	10000.0	0	1	1	Car
Application_1394483322	1	15000.0	959	360	1	Homeimprovement
Application_793038001	1	15000.0	885	12	1	Homeimprovement
Application_1016792765	3	15300.0	0	4	1	Existingloantakeover
Application_1698620256	1	16000.0	993	253	2	Existingloantakeover
Application_1325360487	1	30000.0	783	12	1	Car
Application_2088969676	3	35000.0	0	1	1	Homeimprovement
Application_177897578	1	15000.0	965	11	1	Car
Application_1222039007	3	15000.0	0	1	1	Existingloantakeover
Application_905858527	1	35000.0	618	3477	2	Extraspendinglimit
Application_640176586	1	15000.0	1123	218	1	Car
Application_821402088	3	0.0	0	4	1	Unknown
Application_2081068908	1	30000.0	980	320	2	Boat
Application_1361444752	1	21000.0	931	6	1	Car
Application_749860099	1	0.0	797	3478	2	Remainingdebthome
Application_1297559824	3	28000.0	0	1	1	Existingloantakeover
Application_203631671	3	6500.0	0	4	1	Homeimprovement
Application_953179282	1	25000.0	1008	29	1	Homeimprovement
Application_1277202210	3	25000.0	0	4	1	Remainingdebthome
Application_321053191	3	30000.0	0	4	1	Homeimprovement
Application_645328035	3	20000.0	0	3479	2	Car
Application_753117730	3	10000.0	0	16	1	Other,seeexplanation
Application_904093739	3	11500.0	0	1	1	Car
Application_1119128567	1	25000.0	933	50	1	Car
Application_957947349	1	20000.0	865	21	1	Existingloantakeover
Application_1659913497	1	5000.0	816	131	1	Car
Application_1310269902	1	0.0	786	3480	2	Unknown
Application_1918741535	3	10000.0	0	16	1	Car
Application_739726794	1	15000.0	0	5	1	Homeimprovement
Application_1184253258	1	13000.0	986	283	2	Car
Application_1518013035	3	16000.0	0	3481	3	Car
Application_2065559138	3	31500.0	0	3482	1	Homeimprovement
Application_1366143473	1	15000.0	913	95	1	Homeimprovement
Application_1917346060	2	25000.0	0	294	2	Existingloantakeover
Application_1567826735	1	20000.0	1017	10	1	Car
Application_1219949717	1	25000.0	905	17	1	Existingloantakeover
Application_1293008903	3	5000.0	0	16	1	Other,seeexplanation
Application_1777715425	3	0.0	0	62	1	Car
Application_1992619767	3	20000.0	0	16	1	Other,seeexplanation
Application_149591383	3	6500.0	0	13	1	Car
Application_229606305	1	20000.0	953	29	1	Homeimprovement
Application_579153284	1	6000.0	700	29	1	Car
Application_993701683	1	50000.0	1063	3483	3	Car
Application_1183476189	3	10000.0	0	4	1	Car
Application_852716835	3	18500.0	0	933	1	Remainingdebthome
Application_454064051	1	0.0	1058	51	2	Unknown
Application_789108617	3	50000.0	0	33	2	Existingloantakeover
Application_1643995941	1	10000.0	1064	29	1	Homeimprovement
Application_92009906	1	0.0	792	8	1	Unknown
Application_2053888323	2	5000.0	0	18	1	Car
Application_1124789802	3	12500.0	0	364	2	Car
Application_1609027595	3	0.0	0	4	1	Unknown
Application_1530932646	1	14000.0	635	816	2	Homeimprovement
Application_1977502639	3	18000.0	0	13	1	Car
Application_491192717	2	0.0	0	976	2	Remainingdebthome
Application_1365152370	1	15000.0	0	12	1	Other,seeexplanation
Application_1681361801	1	0.0	985	76	2	Unknown
Application_918572133	1	15000.0	0	5	1	Homeimprovement
Application_876712087	3	5000.0	0	7	1	Homeimprovement
Application_1494178086	3	12500.0	0	1	1	Car
Application_1940707964	1	15000.0	1003	15	1	Existingloantakeover
Application_162990347	1	25000.0	907	3	1	Homeimprovement
Application_1495262961	1	17000.0	876	124	2	Car
Application_1228403719	1	20000.0	723	10	1	Car
Application_339327672	1	9500.0	0	3484	3	Existingloantakeover
Application_450250534	1	10000.0	890	22	1	Homeimprovement
Application_994101872	3	20300.0	0	254	2	Caravan/Camper
Application_804273159	1	10000.0	972	6	1	Homeimprovement
Application_631716992	1	22500.0	979	11	1	Homeimprovement
Application_1751763296	1	25000.0	878	3485	3	Homeimprovement
Application_710720262	1	35000.0	851	209	3	Existingloantakeover
Application_565743734	3	10000.0	0	14	2	Homeimprovement
Application_1943739799	1	5000.0	979	2	1	Car
Application_1993192295	1	27000.0	902	32	1	Car
Application_1079472664	2	5000.0	0	18	1	Car
Application_632913675	1	8000.0	869	6	1	Existingloantakeover
Application_1579516377	1	50000.0	917	2	1	Homeimprovement
Application_1263997961	2	35000.0	0	3486	3	Existingloantakeover
Application_131097851	3	21000.0	0	7	1	Car
Application_312166095	1	7500.0	881	113	3	Car
Application_1813502823	1	15000.0	786	137	2	Car
Application_222629422	2	17500.0	0	9	1	Car
Application_1580674851	3	10000.0	0	1	1	Notspeficied
Application_1218203113	1	10000.0	864	291	1	Taxpayments
Application_228373770	3	6000.0	0	1	1	Car
Application_725542335	1	15000.0	0	376	1	Other,seeexplanation
Application_706607240	1	30000.0	897	36	2	Car
Application_483074478	1	5000.0	780	3487	4	Existingloantakeover
Application_233064512	2	50000.0	0	9	1	Homeimprovement
Application_946845929	1	15000.0	958	11	1	Car
Application_59876773	1	7500.0	939	76	2	Existingloantakeover
Application_163281313	1	30000.0	844	6	1	Existingloantakeover
Application_521305631	1	12000.0	927	32	1	Existingloantakeover
Application_2123204513	3	10000.0	0	1	1	Car
Application_2041306952	1	15000.0	787	40	2	Homeimprovement
Application_151280488	1	15000.0	726	82	1	Extraspendinglimit
Application_1048834285	3	0.0	0	3488	5	Unknown
Application_597721884	1	35000.0	833	3489	3	Extraspendinglimit
Application_1495079062	1	25000.0	0	3490	3	Car
Application_341875321	1	9000.0	1124	6	1	Car
Application_1913890786	2	30000.0	0	397	1	Existingloantakeover
Application_1690391662	3	7900.0	0	1096	2	Car
Application_974485148	3	15000.0	0	206	2	Car
Application_1403951768	3	32000.0	0	1	1	Caravan/Camper
Application_1795986679	2	20000.0	0	9	1	Existingloantakeover
Application_1799654594	1	35000.0	874	31	1	Existingloantakeover
Application_541694777	1	0.0	686	11	1	Unknown
Application_111536511	3	8000.0	0	391	2	Existingloantakeover
Application_1511779865	2	0.0	0	42	1	Homeimprovement
Application_352165642	1	25000.0	833	6	1	Car
Application_614334599	1	6500.0	1059	3491	2	Existingloantakeover
Application_1986459524	1	125000.0	885	8	1	Existingloantakeover
Application_188726425	1	30000.0	862	11	1	Homeimprovement
Application_1957651168	2	38000.0	0	18	1	Existingloantakeover
Application_537005538	3	5000.0	0	1	1	Other,seeexplanation
Application_466068830	3	10000.0	0	7	1	Car
Application_970357595	1	6300.0	806	69	2	Existingloantakeover
Application_1684306378	1	0.0	0	12	1	Car
Application_462216549	1	25000.0	988	11	1	Other,seeexplanation
Application_622214446	1	8500.0	981	8	1	Existingloantakeover
Application_1529154801	1	20000.0	873	3	1	Taxpayments
Application_1728000220	1	15000.0	1030	3492	1	Existingloantakeover
Application_1682480934	1	34000.0	901	3	1	Car
Application_1600155880	1	10000.0	947	6	1	Caravan/Camper
Application_711124829	1	7000.0	952	113	3	Car
Application_900844990	3	5000.0	0	1	1	Car
Application_1437497198	1	25000.0	860	36	2	Remainingdebthome
Application_1936633108	3	20000.0	0	1	1	Car
Application_1612452340	1	7000.0	806	36	2	Car
Application_533079487	3	10000.0	0	92	2	Homeimprovement
Application_254824641	3	13000.0	0	1	1	Car
Application_549826152	1	7000.0	959	211	2	Car
Application_542782205	3	5000.0	0	7	1	Homeimprovement
Application_1975504088	3	5000.0	0	7	1	Other,seeexplanation
Application_1242315969	1	8000.0	771	31	1	Car
Application_1604619511	3	15000.0	0	1	1	Car
Application_75877971	1	5000.0	866	15	1	Homeimprovement
Application_1340459622	3	7500.0	0	1	1	Car
Application_1709823125	1	7000.0	1017	90	1	Homeimprovement
Application_2142719268	1	5000.0	986	6	1	Car
Application_1458277433	1	15000.0	918	2	1	Existingloantakeover
Application_1395388115	3	25000.0	0	1	1	Homeimprovement
Application_1149826505	3	15000.0	0	1	1	Car
Application_763847627	3	31500.0	0	1	1	Car
Application_978787861	1	22000.0	891	6	1	Remainingdebthome
Application_1623704275	3	75000.0	0	1	1	Other,seeexplanation
Application_166588001	3	30000.0	0	1	1	Homeimprovement
Application_182066441	3	36000.0	0	7	1	Existingloantakeover
Application_549547786	3	5000.0	0	41	2	Other,seeexplanation
Application_1966193141	3	20000.0	0	281	1	Car
Application_907136885	2	5000.0	0	44	1	Extraspendinglimit
Application_1408362802	3	47500.0	0	7	1	Existingloantakeover
Application_1242352417	1	17500.0	604	32	1	Other,seeexplanation
Application_2264928	1	12500.0	1054	31	1	Notspeficied
Application_1711303027	1	11500.0	1007	3493	3	Car
Application_1496349825	1	57750.0	879	3	1	Existingloantakeover
Application_1636152294	3	15000.0	0	1	1	Car
Application_1189444299	1	25000.0	970	2	1	Notspeficied
Application_706504723	1	10000.0	984	6	1	Homeimprovement
Application_356808628	1	35000.0	746	50	1	Car
Application_1744764747	3	5000.0	0	1	1	Car
Application_2094441836	3	35000.0	0	1	1	Homeimprovement
Application_1850714835	3	14000.0	0	439	1	Remainingdebthome
Application_1023037940	2	10000.0	0	606	1	Boat
Application_858881040	3	20000.0	0	3494	2	Car
Application_69735407	1	10000.0	951	909	1	Homeimprovement
Application_1792123382	1	10000.0	860	2	1	Homeimprovement
Application_444595223	3	5000.0	0	1	1	Car
Application_1143725882	3	23000.0	0	3495	4	Homeimprovement
Application_53352885	1	10000.0	769	3	1	Homeimprovement
Application_578344284	1	11000.0	943	6	1	Homeimprovement
Application_1136782466	3	6000.0	0	1	1	Car
Application_854280555	1	15000.0	1013	37	2	Notspeficied
Application_1501636291	1	12500.0	903	3	1	Car
Application_270485252	3	15000.0	0	1	1	Homeimprovement
Application_361573979	1	15000.0	1078	6	1	Homeimprovement
Application_1183136852	2	15000.0	0	9	1	Homeimprovement
Application_1604779942	1	19000.0	867	32	1	Existingloantakeover
Application_2053272389	3	18250.0	0	250	1	Homeimprovement
Application_2051951033	1	15000.0	1013	224	2	Homeimprovement
Application_586877291	2	25000.0	0	9	1	Other,seeexplanation
Application_1826390013	3	17200.0	0	1	1	Homeimprovement
Application_903799216	3	7500.0	0	7	1	Car
Application_1110334222	1	5000.0	1007	15	1	Car
Application_322297326	3	8000.0	0	1	1	Existingloantakeover
Application_244396187	1	20500.0	845	571	2	Existingloantakeover
Application_606749031	1	25000.0	837	101	1	Existingloantakeover
Application_1856344011	1	0.0	883	51	2	Homeimprovement
Application_1183534481	1	15000.0	750	10	1	Homeimprovement
Application_1331144446	1	24000.0	797	37	2	Existingloantakeover
Application_457947056	1	30000.0	1001	8	1	Homeimprovement
Application_782253363	1	52500.0	945	11	1	Existingloantakeover
Application_72874899	1	37500.0	1037	52	1	Homeimprovement
Application_757113787	1	30000.0	0	12	1	Unknown
Application_1785860221	2	0.0	0	648	2	Existingloantakeover
Application_2063828851	1	20000.0	0	5	1	Car
Application_2595810	3	5750.0	0	13	1	Other,seeexplanation
Application_1905967471	1	30000.0	994	677	3	Homeimprovement
Application_1189871359	1	15000.0	866	11	1	Existingloantakeover
Application_1537507196	3	0.0	0	13	1	Unknown
Application_681649352	1	17500.0	874	5	1	Homeimprovement
Application_811679621	3	8000.0	0	1	1	Existingloantakeover
Application_335537557	3	7500.0	0	1	1	Car
Application_1258641337	3	28000.0	0	1	1	Car
Application_1820733336	3	20000.0	0	1	1	Homeimprovement
Application_1343884694	1	12000.0	0	12	1	Car
Application_2028590322	3	20000.0	0	3496	3	Existingloantakeover
Application_1760810906	1	12000.0	1046	2	1	Homeimprovement
Application_327072822	1	25000.0	0	5	1	Extraspendinglimit
Application_51182407	1	6000.0	858	261	2	Car
Application_241318555	1	18000.0	832	8	1	Homeimprovement
Application_1100253381	1	25000.0	922	11	1	Homeimprovement
Application_236717130	1	5000.0	771	6	1	Car
Application_1857513367	3	35000.0	0	19	2	Remainingdebthome
Application_2120715071	1	23000.0	0	293	2	Car
Application_782627639	3	5000.0	0	1	1	Car
Application_416694962	2	6500.0	0	109	1	Other,seeexplanation
Application_1523736860	3	15000.0	0	152	1	Car
Application_2024244758	3	6500.0	0	13	1	Homeimprovement
Application_2055100599	1	5000.0	1061	15	1	Car
Application_592605828	2	5000.0	0	3497	2	Existingloantakeover
Application_942057035	2	5000.0	0	20	1	Other,seeexplanation
Application_1734947142	2	5000.0	0	79	1	Other,seeexplanation
Application_1546052937	1	38500.0	906	52	1	Homeimprovement
Application_1103698005	2	20000.0	0	24	1	Existingloantakeover
Application_778555928	3	5000.0	0	1	1	Car
Application_1314374663	1	5000.0	999	8	1	Homeimprovement
Application_1677049820	3	20000.0	0	1	1	Car
Application_2116960252	1	10000.0	783	58	2	Existingloantakeover
Application_1569683122	3	55000.0	0	4	1	Unknown
Application_1759206616	2	15000.0	0	9	1	Homeimprovement
Application_1123320394	2	17500.0	0	427	3	Homeimprovement
Application_1312933469	3	6000.0	0	7	1	Car
Application_1527338408	3	15000.0	0	264	1	Caravan/Camper
Application_1489341726	3	5000.0	0	1	1	Homeimprovement
Application_2051550880	3	12000.0	0	13	1	Caravan/Camper
Application_139724030	1	10000.0	854	8	1	Boat
Application_1125229039	2	0.0	0	3498	1	Existingloantakeover
Application_910353899	2	5000.0	0	38	1	Extraspendinglimit
Application_13944300	2	75000.0	0	71	1	Other,seeexplanation
Application_858239432	3	6000.0	0	1	1	Car
Application_634898760	1	10000.0	890	15	1	Car
Application_1283751278	2	8000.0	0	20	1	Homeimprovement
Application_1196211316	3	40000.0	0	13	1	Homeimprovement
Application_519214643	2	15000.0	0	718	1	Homeimprovement
Application_1938909971	3	12500.0	0	1	1	Car
Application_87659628	1	40000.0	847	449	2	Homeimprovement
Application_864148389	3	5000.0	0	14	2	Notspeficied
Application_1527571617	1	8000.0	1020	3499	2	Homeimprovement
Application_2068853058	1	8500.0	1003	493	1	Existingloantakeover
Application_17002468	1	35000.0	1043	11	1	Homeimprovement
Application_315782607	1	20000.0	860	58	2	Homeimprovement
Application_631788418	1	27500.0	648	3500	3	Homeimprovement
Application_1209476276	1	65600.0	941	8	1	Car
Application_704597830	1	15000.0	978	10	1	Homeimprovement
Application_132038140	3	25250.0	0	1	1	Homeimprovement
Application_1530321110	1	8000.0	903	58	2	Homeimprovement
Application_277674975	1	32000.0	917	3501	2	Car
Application_80286962	1	22000.0	0	5	1	Homeimprovement
Application_2004973545	1	15000.0	851	2	1	Homeimprovement
Application_1781623698	1	5000.0	1000	127	1	Homeimprovement
Application_447138954	3	17500.0	0	4	1	Homeimprovement
Application_670470325	1	0.0	0	5	1	Other,seeexplanation
Application_1146390793	1	20000.0	929	5	1	Homeimprovement
Application_922011706	3	75000.0	0	13	1	Other,seeexplanation
Application_8497910	1	25000.0	0	5	1	Car
Application_998522150	2	15200.0	0	42	1	Car
Application_1453589065	2	5000.0	0	18	1	Notspeficied
Application_998908852	1	0.0	0	134	1	Notspeficied
Application_1323290543	1	15000.0	994	11	1	Homeimprovement
Application_2141999798	1	21000.0	769	493	1	Existingloantakeover
Application_810901066	3	15000.0	0	1	1	Existingloantakeover
Application_78080859	2	10000.0	0	9	1	Homeimprovement
Application_381087716	3	9000.0	0	1	1	Car
Application_1717953510	1	10000.0	839	11	1	Car
Application_5006458	3	25000.0	0	4	1	Car
Application_1269305141	3	5000.0	0	1	1	Car
Application_755318436	1	15000.0	806	65	2	Car
Application_1070499420	2	25000.0	0	3502	2	Homeimprovement
Application_1719088576	3	32500.0	0	1	1	Notspeficied
Application_1958611901	1	25000.0	738	96	2	Notspeficied
Application_2143988715	1	20000.0	1124	53	2	Car
Application_1434518975	2	5000.0	0	9	1	Car
Application_1322307011	3	8000.0	0	474	2	Existingloantakeover
Application_1768718354	3	0.0	0	4	1	Unknown
Application_637222323	1	10000.0	892	984	4	Remainingdebthome
Application_144137365	1	5000.0	827	31	1	Car
Application_304004510	1	10000.0	631	314	1	Car
Application_1542614392	3	32000.0	0	4	1	Homeimprovement
Application_214453134	1	10000.0	885	2	1	Car
Application_1612709587	1	25000.0	676	8	1	Unknown
Application_745883138	1	5500.0	914	75	1	Other,seeexplanation
Application_1499935603	3	6000.0	0	14	2	Car
Application_665637236	1	15000.0	1025	3503	1	Remainingdebthome
Application_494960481	1	10000.0	743	6	1	Homeimprovement
Application_282254984	1	15000.0	950	6	1	Other,seeexplanation
Application_673160372	1	30000.0	956	3	1	Car
Application_1679927360	2	30000.0	0	20	1	Homeimprovement
Application_542632548	3	10000.0	0	14	2	Homeimprovement
Application_597486380	3	10000.0	0	1	1	Other,seeexplanation
Application_1300870804	1	0.0	965	8	1	Car
Application_597065437	1	44000.0	858	15	1	Existingloantakeover
Application_1498610522	1	13000.0	922	3504	3	Car
Application_1606123452	1	5000.0	854	43	1	Other,seeexplanation
Application_638041030	1	0.0	925	21	1	Unknown
Application_254836121	3	5000.0	0	88	1	Homeimprovement
Application_1712515047	3	36500.0	0	1	1	Other,seeexplanation
Application_1856006798	1	15000.0	1033	3	1	Extraspendinglimit
Application_1565590572	1	15000.0	901	21	1	Existingloantakeover
Application_1240814574	3	0.0	0	13	1	Unknown
Application_989692273	3	17000.0	0	4	1	Car
Application_1557296300	2	5000.0	0	9	1	Homeimprovement
Application_676717540	1	15000.0	986	15	1	Existingloantakeover
Application_293379010	1	25000.0	777	3505	3	Remainingdebthome
Application_483126363	2	7500.0	0	3506	1	Homeimprovement
Application_1630913903	3	20000.0	0	7	1	Car
Application_365332446	1	30000.0	864	3	1	Homeimprovement
Application_1564442059	1	15000.0	833	6	1	Existingloantakeover
Application_2133089583	1	6500.0	1028	22	1	Existingloantakeover
Application_1910023757	1	25000.0	950	771	3	Homeimprovement
Application_1531851576	3	20000.0	0	41	2	Homeimprovement
Application_1493979926	1	20000.0	835	169	1	Homeimprovement
Application_653567105	2	5000.0	0	18	1	Homeimprovement
Application_1028665365	1	60000.0	861	256	1	Homeimprovement
Application_1728090308	3	10000.0	0	7	1	Existingloantakeover
Application_453847467	3	28000.0	0	30	1	Homeimprovement
Application_295284443	2	7000.0	0	9	1	Car
Application_1417750933	1	12000.0	873	65	2	Remainingdebthome
Application_231527175	3	25000.0	0	738	1	Notspeficied
Application_563891423	1	25000.0	979	3	1	Car
Application_453833865	2	5000.0	0	98	2	Existingloantakeover
Application_419933910	1	40000.0	974	549	2	Homeimprovement
Application_368167256	2	7500.0	0	9	1	Car
Application_11773925	3	5000.0	0	1	1	Homeimprovement
Application_282719864	3	5000.0	0	598	1	Car
Application_1120966006	1	7000.0	982	47	1	Homeimprovement
Application_1550626027	1	0.0	675	10	1	Unknown
Application_145403764	1	15000.0	931	3507	1	Homeimprovement
Application_935089662	1	5000.0	978	3508	3	Notspeficied
Application_903728505	3	50000.0	0	3509	3	Other,seeexplanation
Application_1227908598	1	0.0	881	295	2	Car
Application_1726110813	1	0.0	0	5	1	Car
Application_2134329256	1	55000.0	842	151	1	Remainingdebthome
Application_285972935	1	12500.0	922	191	1	Homeimprovement
Application_651776694	3	20000.0	0	117	2	Other,seeexplanation
Application_1862334976	2	17000.0	0	3510	4	Car
Application_1512081282	1	20000.0	1003	15	1	Car
Application_497824769	3	7500.0	0	1	1	Car
Application_1157633683	1	50000.0	787	663	1	Existingloantakeover
Application_711429355	1	15000.0	917	2	1	Homeimprovement
Application_142712048	1	12500.0	943	35	1	Homeimprovement
Application_206930078	1	5000.0	975	75	1	Homeimprovement
Application_1307811463	3	20000.0	0	1	1	Homeimprovement
Application_1007290684	1	25000.0	969	2	1	Notspeficied
Application_2035567213	1	7000.0	823	2	1	Car
Application_942266449	1	52500.0	883	263	2	Existingloantakeover
Application_2097086369	1	20000.0	853	3511	3	Existingloantakeover
Application_618149506	3	5000.0	0	1	1	Car
Application_1854419089	1	25000.0	989	76	2	Car
Application_1151036554	1	6000.0	971	3512	2	Remainingdebthome
Application_1529844219	1	40000.0	714	58	2	Remainingdebthome
Application_657531637	3	35000.0	0	13	1	Homeimprovement
Application_152784845	2	20000.0	0	24	1	Homeimprovement
Application_309095903	1	0.0	962	633	1	Unknown
Application_785116695	2	5000.0	0	100	1	Unknown
Application_1856711010	3	30000.0	0	1	1	Homeimprovement
Application_1169662405	1	10000.0	1073	874	2	Notspeficied
Application_458048315	1	10000.0	996	49	2	Homeimprovement
Application_312947543	1	5000.0	932	49	2	Existingloantakeover
Application_1029146502	1	22000.0	805	3513	3	Homeimprovement
Application_903877048	3	21000.0	0	1	1	Car
Application_705715651	1	5000.0	851	6	1	Car
Application_1242470738	3	7500.0	0	7	1	Car
Application_2104678316	1	0.0	857	290	1	Unknown
Application_1153365113	2	23000.0	0	614	1	Existingloantakeover
Application_1784981500	3	15000.0	0	1	1	Homeimprovement
Application_1932791683	2	10000.0	0	412	1	Car
Application_1024275715	1	25000.0	924	6	1	Homeimprovement
Application_261754810	3	15000.0	0	14	2	Taxpayments
Application_664700159	1	15000.0	1013	22	1	Homeimprovement
Application_997711293	1	55000.0	786	34	2	Homeimprovement
Application_673530624	3	23100.0	0	425	1	Existingloantakeover
Application_1970894093	3	5000.0	0	14	2	Remainingdebthome
Application_256457381	1	8000.0	915	95	1	Other,seeexplanation
Application_888343256	2	0.0	0	504	1	Homeimprovement
Application_1116429997	2	0.0	0	3514	2	Homeimprovement
Application_1339549651	3	5000.0	0	13	1	Homeimprovement
Application_808281760	2	15000.0	0	144	1	Homeimprovement
Application_94810379	1	0.0	1007	22	1	Other,seeexplanation
Application_1961091101	3	5000.0	0	7	1	Car
Application_762969152	3	75000.0	0	312	1	Extraspendinglimit
Application_581695948	2	0.0	0	1076	1	Car
Application_1031742655	2	26000.0	0	371	1	Existingloantakeover
Application_1222681139	3	15000.0	0	365	2	Existingloantakeover
Application_2054710672	1	0.0	845	1035	1	Unknown
Application_1873532965	1	0.0	0	376	1	Unknown
Application_364013609	1	12500.0	935	3515	3	Homeimprovement
Application_1825325327	1	40000.0	774	3	1	Homeimprovement
Application_1446200189	1	10000.0	822	3516	4	Homeimprovement
Application_543892819	1	20000.0	694	35	1	Other,seeexplanation
Application_743499007	3	0.0	0	4	1	Unknown
Application_1694106848	1	11000.0	926	6	1	Existingloantakeover
Application_2051845040	1	35000.0	1007	37	2	Existingloantakeover
Application_1697237703	1	15000.0	917	37	2	Other,seeexplanation
Application_1044081389	3	0.0	0	152	1	Homeimprovement
Application_121345362	1	8250.0	741	130	1	Existingloantakeover
Application_614406430	3	75000.0	0	4	1	Other,seeexplanation
Application_1222140034	1	0.0	985	634	1	Unknown
Application_1764772652	3	5000.0	0	14	2	Homeimprovement
Application_1913934547	1	5000.0	806	625	2	Homeimprovement
Application_548713916	3	8000.0	0	7	1	Car
Application_658429775	3	0.0	0	4	1	Car
Application_649919254	3	20000.0	0	1	1	Homeimprovement
Application_295551192	3	0.0	0	13	1	Unknown
Application_893807170	1	35000.0	840	35	1	Homeimprovement
Application_1694956311	3	35000.0	0	7	1	Notspeficied
Application_454300514	1	7000.0	995	2	1	Car
Application_1909691284	3	60000.0	0	33	2	Other,seeexplanation
Application_679407246	3	75000.0	0	461	3	Notspeficied
Application_1453309038	2	5000.0	0	24	1	Other,seeexplanation
Application_370524880	3	60000.0	0	13	1	Other,seeexplanation
Application_1821764746	1	8700.0	874	134	1	Homeimprovement
Application_1822768825	3	16500.0	0	1	1	Remainingdebthome
Application_1506967944	1	14000.0	0	5	1	Other,seeexplanation
Application_1097327496	1	15000.0	746	6	1	Other,seeexplanation
Application_2114960877	3	20000.0	0	823	3	Homeimprovement
Application_1315626794	1	40000.0	890	15	1	Existingloantakeover
Application_392778706	3	5000.0	0	1	1	Extraspendinglimit
Application_230639381	1	25000.0	840	211	2	Homeimprovement
Application_609842612	3	10000.0	0	1	1	Existingloantakeover
Application_1319119150	1	17000.0	971	32	1	Homeimprovement
Application_1469553374	3	15000.0	0	181	2	Car
Application_1066046865	1	6000.0	908	40	2	Homeimprovement
Application_640754434	3	15000.0	0	7	1	Car
Application_1967731097	1	8000.0	1001	2	1	Existingloantakeover
Application_2107513204	3	6000.0	0	63	1	Car
Application_76767926	1	7500.0	1064	15	1	Car
Application_1891033664	1	10000.0	937	101	1	Remainingdebthome
Application_737232376	1	8750.0	991	49	2	Homeimprovement
Application_1104023817	1	22400.0	898	28	2	Existingloantakeover
Application_678738864	1	5000.0	785	2	1	Notspeficied
Application_1963129054	1	25000.0	940	35	1	Homeimprovement
Application_1196087089	3	42530.0	0	3517	2	Existingloantakeover
Application_880283627	3	30000.0	0	1	1	Caravan/Camper
Application_1764734609	1	20000.0	1004	6	1	Car
Application_1583345011	1	5600.0	799	2	1	Extraspendinglimit
Application_2143661118	1	10000.0	868	3	1	Homeimprovement
Application_546498807	3	30000.0	0	14	2	Homeimprovement
Application_255704360	3	18000.0	0	1	1	Car
Application_1582743424	2	10000.0	0	9	1	Car
Application_386587234	3	13400.0	0	14	2	Car
Application_176915858	3	5000.0	0	257	2	Car
Application_617441643	3	7000.0	0	1	1	Existingloantakeover
Application_1415473117	3	42500.0	0	19	2	Existingloantakeover
Application_873463247	1	38000.0	807	3518	2	Existingloantakeover
Application_1509521523	1	9000.0	851	6	1	Homeimprovement
Application_1352943538	2	5000.0	0	24	1	Car
Application_947366120	2	19000.0	0	24	1	Existingloantakeover
Application_1827582183	3	5000.0	0	1	1	Homeimprovement
Application_2072227038	1	12000.0	1085	11	1	Caravan/Camper
Application_1637284981	3	38000.0	0	1	1	Existingloantakeover
Application_815840382	1	0.0	878	638	2	Unknown
Application_1439914536	3	10000.0	0	1	1	Homeimprovement
Application_1898937831	1	15000.0	944	302	2	Homeimprovement
Application_305250453	1	13000.0	796	3519	3	Car
Application_681547690	1	7500.0	826	50	1	Existingloantakeover
Application_1715521459	1	27000.0	1073	1035	1	Remainingdebthome
Application_632567869	2	10500.0	0	3520	2	Existingloantakeover
Application_1423878486	1	0.0	0	5	1	Unknown
Application_375164420	3	0.0	0	13	1	Car
Application_555699088	2	0.0	0	1089	1	Homeimprovement
Application_1774939620	1	30000.0	757	8	1	Other,seeexplanation
Application_1790937442	1	0.0	778	57	1	Homeimprovement
Application_56762945	1	5000.0	1033	6	1	Homeimprovement
Application_2082425963	3	15000.0	0	27	2	Existingloantakeover
Application_1845982965	1	10000.0	859	6	1	Homeimprovement
Application_1452366150	3	0.0	0	33	2	Unknown
Application_329422501	3	0.0	0	4	1	Unknown
Application_2143151465	1	6500.0	1045	67	2	Homeimprovement
Application_1508240195	1	27000.0	965	32	1	Existingloantakeover
Application_1394260995	1	20000.0	858	10	1	Car
Application_615003342	1	12500.0	882	6	1	Other,seeexplanation
Application_1818695540	1	30000.0	877	3521	1	Remainingdebthome
Application_2070255847	3	13000.0	0	392	2	Homeimprovement
Application_1192171561	1	23000.0	894	268	1	Extraspendinglimit
Application_1765198966	1	10000.0	883	6	1	Existingloantakeover
